customer_id,flight_id,checkin_wait_min,baggage_wait_min,inflight_service_rating,issue_checkin,issue_baggage,issue_inflight,nps_score,total_issues
661,17418,4,17,5,0,0,0,6,0
662,15124,0,10,4,0,0,1,2,1
663,11015,15,3,4,0,0,0,9,0
664,12193,10,48,5,0,0,0,5,0
665,18415,23,27,4,0,0,0,3,0
666,17449,12,1,3,0,0,0,7,0
667,14158,3,0,4,0,0,0,0,0
668,13925,2,13,5,0,0,0,5,0
669,16970,9,11,5,0,0,0,9,0
670,16938,3,32,5,0,0,0,10,0
671,14784,6,3,2,0,1,1,7,2
672,14000,0,1,2,1,0,0,4,1
673,11633,0,3,2,0,0,1,4,1
674,17266,6,0,2,1,0,0,7,1
675,18702,6,0,2,0,0,0,6,0
676,10384,11,29,2,0,1,0,3,1
677,10404,1,5,2,0,0,0,9,0
678,18175,5,6,5,0,0,0,4,0
679,12000,1,0,1,0,0,0,5,0
680,19860,0,3,2,0,0,0,1,0
681,15989,4,19,5,0,1,0,8,1
682,11460,1,11,1,0,1,0,5,1
683,17190,2,16,2,0,0,0,4,0
684,17140,3,7,1,0,0,0,5,0
685,13636,2,4,1,1,0,0,10,1
686,14809,0,7,3,0,0,0,7,0
687,14178,0,4,4,0,0,0,3,0
688,17245,1,21,3,0,0,0,9,0
689,16600,0,4,1,1,0,0,4,1
690,15997,7,12,5,0,0,0,6,0
691,12048,2,1,2,1,0,0,7,1
692,14780,2,13,4,0,1,0,7,1
693,10716,3,29,2,0,0,0,1,0
694,17939,8,11,5,0,0,0,9,0
695,15565,16,9,4,0,0,0,7,0
696,14544,11,38,3,0,1,0,10,1
697,14976,10,11,1,0,0,0,8,0
698,13419,5,3,5,1,0,1,10,2
699,17239,9,4,1,0,0,0,6,0
700,19766,6,14,1,0,0,1,3,1
701,10249,1,15,2,1,1,0,8,2
702,18865,1,4,5,0,0,0,9,0
703,10770,2,5,1,1,0,0,9,1
704,14363,19,56,3,0,0,0,5,0
705,11077,6,1,4,1,0,0,7,1
706,18427,10,6,5,0,1,0,9,1
707,18580,3,0,2,0,0,0,9,0
708,17901,4,20,5,0,0,0,0,0
709,14858,1,1,2,0,0,0,8,0
710,16544,1,13,4,0,1,0,7,1
711,14719,14,0,3,0,1,0,2,1
712,12814,7,13,1,1,0,0,10,1
713,13374,3,22,5,1,1,1,6,3
714,11252,12,6,2,1,1,1,8,3
715,16996,2,8,4,1,0,0,10,1
716,14673,29,6,1,0,1,0,3,1
717,14530,3,4,4,1,0,0,9,1
718,16881,3,19,3,1,1,0,8,2
719,16949,2,3,1,0,0,1,9,1
720,19521,1,15,1,0,0,1,7,1
721,16241,0,2,1,1,0,0,0,1
722,18017,8,3,2,0,1,0,8,1
723,16941,16,4,1,0,1,1,6,2
724,19550,12,10,4,0,0,0,6,0
725,17002,1,7,2,0,0,0,6,0
726,11331,6,16,1,1,0,1,7,2
727,14261,0,2,4,0,0,0,8,0
728,17648,0,0,4,0,0,1,8,1
729,19550,8,17,5,0,0,0,9,0
730,15115,6,20,4,0,0,0,8,0
731,14637,0,0,3,0,0,0,9,0
732,14854,0,11,1,0,0,0,2,0
733,13177,36,5,1,1,0,0,9,1
734,17730,0,18,1,0,1,1,6,2
735,12180,4,24,4,0,0,1,7,1
736,14892,5,22,4,1,0,0,6,1
737,17043,0,18,1,0,0,0,7,0
738,10137,1,3,2,0,0,0,5,0
739,16327,3,20,2,0,0,0,3,0
740,13472,11,9,3,0,0,0,2,0
741,15449,5,0,5,1,0,0,6,1
742,12832,8,7,3,1,0,0,2,1
743,13579,33,34,1,0,0,1,5,1
744,15971,11,26,1,0,0,0,3,0
745,14164,4,1,1,0,0,0,2,0
746,17941,4,16,5,0,0,0,10,0
747,15569,7,19,4,0,0,0,8,0
748,14300,8,3,5,0,0,1,10,1
749,16269,5,7,3,0,1,0,8,1
750,13818,8,14,4,1,0,1,9,2
751,11906,0,6,4,1,0,0,7,1
752,16254,4,1,3,0,1,0,7,1
753,10760,2,14,4,0,0,0,7,0
754,17830,1,29,2,0,0,1,5,1
755,17350,0,12,3,0,0,0,8,0
756,16238,7,17,3,0,0,0,10,0
757,16090,5,5,2,0,0,0,9,0
758,16031,2,2,5,0,0,0,7,0
759,17687,5,12,5,0,1,0,10,1
760,19091,5,4,5,0,0,1,10,1
761,19911,1,23,4,0,0,1,7,1
762,18472,8,1,2,0,0,0,9,0
763,11887,12,6,3,0,0,0,0,0
764,13266,12,6,3,0,0,0,1,0
765,10666,7,33,3,0,1,0,0,1
766,14188,5,1,4,0,1,0,9,1
767,10671,0,0,4,1,1,0,1,2
768,16777,2,3,5,0,0,0,0,0
769,17570,0,20,4,0,1,0,3,1
770,17956,26,2,5,0,0,0,5,0
771,15124,1,3,5,1,0,0,7,1
772,15585,1,1,3,1,0,0,1,1
773,14777,17,15,4,0,0,0,7,0
774,13900,23,0,5,0,0,0,5,0
775,16677,11,4,2,0,0,0,5,0
776,16981,0,3,2,1,1,0,9,2
777,16376,0,9,4,0,0,0,10,0
778,10523,3,15,3,1,0,0,7,1
779,12393,1,9,3,0,0,0,5,0
780,12593,0,32,5,0,0,0,10,0
781,19945,4,36,4,1,0,0,7,1
782,17240,22,5,2,1,0,0,8,1
783,16937,3,18,5,0,0,0,6,0
784,16190,8,16,5,0,1,0,4,1
785,15240,8,26,1,0,1,0,8,1
786,16493,2,7,4,0,1,0,8,1
787,12878,8,9,5,0,0,0,7,0
788,14143,1,6,2,0,0,0,5,0
789,13644,1,22,1,0,0,0,9,0
790,14432,9,3,2,0,0,0,5,0
791,11276,0,3,3,0,1,0,8,1
792,15811,46,5,1,0,1,0,6,1
793,10302,1,3,1,0,0,0,7,0
794,10638,7,9,5,0,0,0,4,0
795,10055,4,1,3,0,1,0,8,1
796,18717,1,4,5,0,0,0,4,0
797,18150,0,29,4,0,0,0,7,0
798,12125,7,6,2,0,1,1,5,2
799,10364,13,16,2,0,0,0,10,0
800,16809,14,1,5,0,0,0,10,0
801,14621,5,3,2,0,0,0,9,0
802,15126,12,19,2,1,0,0,10,1
803,15122,8,17,4,1,0,0,2,1
804,11646,10,5,3,0,0,0,10,0
805,10918,5,37,1,0,1,0,2,1
806,12797,8,28,5,0,0,0,6,0
807,16506,13,39,5,0,0,0,4,0
808,15870,4,6,4,0,0,0,10,0
809,11531,13,2,4,0,0,0,8,0
810,18172,7,11,1,0,0,0,7,0
811,13345,1,13,3,1,0,0,10,1
812,17673,0,1,5,0,0,0,8,0
813,16949,3,18,4,0,0,0,8,0
814,16882,6,0,5,0,1,0,1,1
815,11906,14,7,2,0,0,0,9,0
816,13086,1,4,5,0,0,0,10,0
817,18152,12,16,3,0,0,0,10,0
818,15750,15,4,3,0,0,0,4,0
819,18905,1,21,5,0,0,0,4,0
820,11062,15,10,2,0,0,0,6,0
821,11976,38,18,3,0,0,0,5,0
822,11296,10,54,4,0,1,0,5,1
823,16229,12,13,5,1,0,0,7,1
824,17641,41,50,2,0,0,0,9,0
825,10125,7,0,4,0,0,0,10,0
826,14632,2,4,5,1,0,0,1,1
827,16288,14,1,2,0,0,0,5,0
828,13596,7,3,4,0,0,1,5,1
829,16168,6,21,3,0,1,0,6,1
830,19795,2,0,5,0,1,0,6,1
831,17561,11,8,5,0,0,0,6,0
832,18258,0,10,3,0,0,0,10,0
833,10232,20,9,1,1,0,0,6,1
834,19361,3,7,4,0,0,0,7,0
835,16371,1,18,3,0,1,0,9,1
836,14206,4,1,5,0,1,0,8,1
837,19685,0,4,4,0,0,0,7,0
838,17943,9,11,4,0,0,0,9,0
839,16891,18,14,1,0,0,0,8,0
840,16738,14,6,5,0,0,0,10,0
841,12472,1,24,2,0,1,0,5,1
842,12739,1,6,1,1,0,0,3,1
843,15401,13,6,1,1,0,0,9,1
844,11761,20,0,2,0,0,0,6,0
845,10876,4,9,2,0,0,0,8,0
846,13812,5,14,1,0,1,0,8,1
847,19504,3,1,4,0,1,0,5,1
848,11460,17,4,3,0,0,0,7,0
849,11733,8,18,3,0,0,0,10,0
850,11605,2,5,1,0,0,0,10,0
851,15622,2,3,4,0,0,0,9,0
852,16767,17,13,2,1,0,0,9,1
853,16986,0,2,1,0,0,0,10,0
854,13517,3,27,5,0,0,1,8,1
855,13735,6,1,4,0,0,1,5,1
856,19352,1,14,5,1,0,0,2,1
857,18434,0,8,5,0,0,0,6,0
858,12590,13,24,1,0,1,0,2,1
859,11063,17,1,4,0,0,0,2,0
860,14324,13,13,5,1,1,0,10,2
861,19111,18,10,4,0,0,1,8,1
862,15342,6,7,3,0,0,0,9,0
863,10005,13,8,5,1,0,0,8,1
864,17489,3,15,5,1,1,0,6,2
865,18659,8,33,4,0,0,1,0,1
866,18195,35,1,3,0,0,0,10,0
867,15966,2,0,5,0,0,0,1,0
868,18837,3,19,1,0,1,1,8,2
869,10117,5,1,4,0,1,1,2,2
870,12551,1,51,4,0,1,1,5,2
871,15560,0,11,5,0,1,0,4,1
872,14289,14,12,3,0,1,0,7,1
873,10846,30,2,5,0,0,0,10,0
874,16316,4,3,2,0,0,0,8,0
875,16469,0,12,5,0,0,0,8,0
876,19333,0,28,2,0,0,0,10,0
877,18915,17,48,1,0,0,1,9,1
878,10224,4,2,4,0,0,0,9,0
879,14208,3,1,4,0,0,0,6,0
880,16283,5,0,3,0,0,0,9,0
881,12048,3,24,5,0,0,0,8,0
882,16233,5,4,1,0,0,1,3,1
883,19765,15,0,2,0,0,0,0,0
884,11828,7,3,3,0,0,0,5,0
885,11917,9,4,1,1,1,0,6,2
886,14234,3,56,1,0,0,1,9,1
887,16988,10,8,2,0,1,0,9,1
888,12026,8,2,2,0,0,0,10,0
889,13744,1,4,4,0,0,1,7,1
890,19093,6,4,5,0,0,0,9,0
891,10009,2,0,3,0,0,0,5,0
892,10260,13,1,5,0,0,0,8,0
893,16038,4,14,3,0,0,0,8,0
894,19865,41,1,1,0,1,0,9,1
895,12219,0,3,2,0,1,0,7,1
896,17041,12,5,2,0,1,0,8,1
897,12060,8,17,1,0,1,1,4,2
898,15287,11,10,1,0,0,0,8,0
899,11619,2,14,3,0,0,0,9,0
900,18512,5,10,1,0,0,0,7,0
901,11342,12,13,3,0,0,0,2,0
902,12832,2,0,5,0,0,0,5,0
903,12824,2,32,2,0,1,0,7,1
904,11994,6,1,2,0,1,0,8,1
905,13490,5,6,2,0,1,0,5,1
906,19310,2,17,5,0,0,0,9,0
907,17984,2,6,5,1,0,0,6,1
908,11604,2,35,4,0,0,0,1,0
909,10235,11,7,3,0,1,0,9,1
910,11908,8,24,3,1,1,1,8,3
911,18567,14,19,4,0,0,0,9,0
912,13530,29,47,2,1,0,0,5,1
913,15256,5,31,3,0,0,0,0,0
914,12635,0,27,3,0,0,0,1,0
915,18162,0,15,2,0,1,0,2,1
916,19762,2,5,1,1,0,0,9,1
917,12560,21,1,1,1,0,0,5,1
918,15415,5,14,4,0,0,0,10,0
919,13391,2,46,5,0,1,1,9,2
920,15951,4,15,3,0,0,0,7,0
921,15468,7,31,3,0,0,0,10,0
922,18007,8,19,4,1,0,0,5,1
923,19064,1,2,4,0,0,0,3,0
924,19444,30,3,3,0,0,0,8,0
925,16413,6,5,2,1,1,0,5,2
926,16941,1,2,2,1,1,0,10,2
927,19506,17,10,5,0,0,0,10,0
928,14820,0,44,3,0,0,0,10,0
929,12898,19,17,3,1,1,0,10,2
930,17546,45,6,3,0,0,0,8,0
931,10077,9,0,3,0,0,0,8,0
932,17577,11,4,4,0,0,0,2,0
933,14227,3,8,1,1,0,0,9,1
934,10600,22,4,3,0,0,0,4,0
935,11065,6,1,1,0,1,1,9,2
936,12136,10,7,2,0,1,0,10,1
937,19510,20,3,5,1,0,0,4,1
938,16943,29,28,2,0,0,0,1,0
939,17804,14,1,3,0,0,0,7,0
940,16565,2,0,2,0,0,1,9,1
941,15984,27,0,4,1,0,0,9,1
942,15142,7,4,1,0,0,0,8,0
943,14670,21,12,3,0,1,0,9,1
944,12190,9,15,4,1,0,0,3,1
945,19184,2,7,1,0,1,0,8,1
946,12712,3,13,4,0,0,0,7,0
947,12192,6,5,2,1,0,0,3,1
948,11248,12,13,3,0,0,0,6,0
949,14033,3,0,2,0,1,0,9,1
950,11997,6,5,5,0,0,0,10,0
951,13687,3,18,3,0,0,1,8,1
952,14018,13,19,2,0,0,0,10,0
953,11970,5,15,3,0,0,1,3,1
954,18389,0,2,1,1,1,1,10,3
955,15765,1,3,3,0,0,0,0,0
956,11202,0,66,3,0,1,0,7,1
957,18135,5,1,1,0,1,0,5,1
958,15567,0,2,2,0,0,0,9,0
959,17667,0,1,3,0,0,0,4,0
960,15742,22,4,4,0,0,0,0,0
961,15788,16,2,3,0,1,1,6,2
962,15408,4,8,2,0,0,0,1,0
963,18669,34,7,1,0,0,1,5,1
964,19446,0,27,2,0,0,0,8,0
965,10922,7,0,5,0,0,1,5,1
966,10419,7,4,3,0,0,0,5,0
967,12204,4,10,3,1,0,0,3,1
968,11120,4,11,1,0,1,0,3,1
969,10950,4,7,3,0,0,0,7,0
970,12336,4,20,4,0,0,0,8,0
971,15373,10,0,4,0,1,0,6,1
972,12243,1,20,2,0,0,0,2,0
973,12645,1,8,1,0,0,0,8,0
974,14612,1,1,5,0,0,0,7,0
975,11865,2,26,2,0,0,1,6,1
976,16028,5,12,1,0,0,0,5,0
977,17326,0,2,1,0,0,0,4,0
978,16371,16,0,2,1,1,0,3,2
979,16359,2,1,2,0,0,0,5,0
980,17863,1,11,3,0,0,0,1,0
981,13228,9,2,5,0,0,0,6,0
982,13719,0,3,4,1,1,0,7,2
983,12371,7,0,3,0,1,0,10,1
984,12891,9,15,1,0,0,0,8,0
985,13756,1,19,5,0,0,0,8,0
986,14225,0,19,5,0,0,0,6,0
987,10094,3,1,2,0,0,0,3,0
988,12674,0,28,5,1,0,0,6,1
989,16898,0,13,5,0,0,1,7,1
990,10793,2,27,1,0,0,1,8,1
991,12116,2,7,3,0,0,0,9,0
992,15779,6,6,5,0,0,1,5,1
993,16166,9,18,2,0,0,0,5,0
994,10814,7,1,3,0,0,0,7,0
995,10345,1,8,2,0,0,0,7,0
996,18554,1,21,5,0,0,1,4,1
997,12443,16,21,3,0,1,0,7,1
998,17783,6,37,5,1,0,0,5,1
999,10984,16,14,1,0,0,0,8,0
1000,17790,3,2,3,0,0,0,5,0
1001,19831,7,0,2,0,0,0,7,0
1002,10827,5,7,1,1,0,0,9,1
1003,13531,3,8,4,0,0,0,10,0
1004,17147,5,3,2,0,0,0,10,0
1005,14451,5,1,5,0,0,1,7,1
1006,13876,1,10,2,0,0,1,7,1
1007,15959,3,17,4,1,0,0,6,1
1008,10126,12,59,2,1,1,1,0,3
1009,13177,19,17,1,1,0,0,3,1
1010,18795,3,18,2,0,0,0,1,0
1011,16024,2,11,3,0,1,1,8,2
1012,15109,1,51,4,0,0,0,6,0
1013,14146,9,12,2,0,0,0,1,0
1014,17196,3,23,4,0,0,0,8,0
1015,13368,35,34,1,0,0,0,8,0
1016,13797,3,31,3,1,0,0,8,1
1017,11792,4,5,5,1,0,0,7,1
1018,15732,7,0,2,0,0,0,3,0
1019,13476,12,2,1,0,0,1,1,1
1020,13417,5,0,4,0,0,0,9,0
1021,11645,4,1,4,0,0,1,4,1
1022,19397,43,2,1,0,0,0,7,0
1023,13030,0,5,2,0,0,0,7,0
1024,12872,18,9,5,1,0,0,10,1
1025,13072,1,14,2,0,0,0,7,0
1026,11854,12,2,3,0,0,0,7,0
1027,14021,7,13,2,0,0,0,5,0
1028,14662,3,14,3,0,0,0,10,0
1029,16514,16,9,4,0,0,0,8,0
1030,15031,0,28,3,0,0,1,0,1
1031,12708,2,1,5,1,1,0,7,2
1032,17112,6,2,1,0,0,0,6,0
1033,19524,3,6,3,0,0,0,0,0
1034,18393,7,1,2,0,0,0,6,0
1035,13507,0,10,3,0,0,0,9,0
1036,16456,0,6,4,0,1,0,7,1
1037,14212,1,4,3,0,1,0,8,1
1038,17970,1,2,5,0,0,0,8,0
1039,18766,4,4,3,0,0,0,8,0
1040,10536,11,11,5,0,1,0,6,1
1041,11625,18,10,2,0,1,0,6,1
1042,17973,14,2,4,1,0,0,0,1
1043,18577,1,1,1,0,0,0,3,0
1044,18070,4,0,2,0,0,0,10,0
1045,18666,1,0,2,0,0,0,9,0
1046,18609,2,25,1,1,0,0,5,1
1047,16490,5,0,3,0,1,0,6,1
1048,13600,0,15,3,0,1,0,10,1
1049,16783,1,24,3,0,0,1,5,1
1050,19146,21,1,4,1,0,0,7,1
1051,14971,5,6,2,0,0,0,0,0
1052,11205,4,39,5,0,0,0,8,0
1053,11990,0,21,1,1,0,0,10,1
1054,15299,2,8,2,0,0,0,10,0
1055,13572,16,17,3,0,0,0,7,0
1056,15975,1,21,1,0,0,1,8,1
1057,16320,4,5,5,0,0,0,7,0
1058,14380,0,26,2,0,1,0,1,1
1059,14757,5,7,2,1,0,0,3,1
1060,12713,0,9,4,0,0,1,10,1
1061,15588,13,97,2,0,0,0,5,0
1062,10966,13,22,2,1,1,0,6,2
1063,14944,12,5,5,1,0,0,7,1
1064,13432,2,0,5,0,0,0,10,0
1065,10688,14,11,1,0,0,0,8,0
1066,14243,6,14,3,0,0,1,8,1
1067,13701,3,12,5,0,0,0,7,0
1068,18533,7,41,1,0,0,0,8,0
1069,15182,0,23,2,0,0,0,8,0
1070,19916,1,7,1,0,1,0,10,1
1071,16704,10,0,1,0,0,0,7,0
1072,14422,2,7,1,0,0,0,6,0
1073,19984,7,14,1,0,0,0,9,0
1074,11759,3,11,5,0,1,0,9,1
1075,19181,15,9,3,0,0,0,3,0
1076,12482,24,7,1,0,0,0,4,0
1077,18058,17,4,4,0,0,0,10,0
1078,10951,2,3,2,0,0,0,6,0
1079,18914,1,8,2,0,0,0,7,0
1080,12079,5,2,2,0,1,1,5,2
1081,12717,0,4,2,0,0,0,7,0
1082,14524,0,4,2,0,0,0,9,0
1083,19692,6,10,1,0,0,0,7,0
1084,18477,5,0,3,0,0,0,5,0
1085,17311,41,21,4,0,1,0,2,1
1086,17186,1,9,5,0,0,0,10,0
1087,12065,2,13,4,0,0,0,10,0
1088,10768,0,14,5,1,0,0,9,1
1089,15490,19,4,5,0,0,0,8,0
1090,16645,12,7,4,0,0,0,7,0
1091,15083,13,37,1,0,1,0,10,1
1092,15232,18,17,2,1,0,0,9,1
1093,15797,5,41,1,1,0,0,9,1
1094,19138,4,16,2,0,0,0,5,0
1095,14926,3,2,3,0,1,0,6,1
1096,16016,7,0,5,0,0,0,8,0
1097,13335,4,10,4,0,0,1,6,1
1098,18038,4,5,3,0,0,0,7,0
1099,14873,22,3,2,0,0,0,8,0
1100,11481,33,19,1,1,1,0,6,2
1101,16305,12,5,4,0,0,1,9,1
1102,13451,11,4,5,1,0,0,2,1
1103,10054,9,22,3,0,0,0,8,0
1104,17643,1,22,5,0,0,0,3,0
1105,13462,0,5,2,0,0,0,10,0
1106,10832,9,21,5,0,1,0,5,1
1107,15954,10,22,1,0,0,0,9,0
1108,18519,0,6,3,0,0,0,7,0
1109,17221,21,0,3,1,0,0,2,1
1110,13310,0,0,1,0,1,1,7,2
1111,13300,2,8,5,0,0,1,10,1
1112,16722,8,5,1,0,0,0,3,0
1113,17218,1,70,4,1,0,0,5,1
1114,17776,0,17,1,0,0,0,6,0
1115,13675,3,17,5,0,0,0,5,0
1116,13054,11,37,1,0,1,0,10,1
1117,17970,4,26,2,0,1,1,6,2
1118,12143,8,4,1,1,0,0,8,1
1119,15207,6,2,1,0,0,0,4,0
1120,19503,0,16,5,0,0,0,4,0
1121,12538,35,5,4,0,1,0,3,1
1122,14547,0,7,4,0,0,0,6,0
1123,15619,27,11,5,0,0,0,7,0
1124,18356,6,28,5,0,1,0,0,1
1125,16612,26,6,5,0,0,1,9,1
1126,15005,0,18,2,0,1,0,7,1
1127,10822,5,3,3,0,0,0,3,0
1128,10943,1,14,1,0,0,0,1,0
1129,16150,0,0,5,0,0,0,1,0
1130,14425,7,24,5,0,0,0,5,0
1131,18966,1,0,5,1,1,1,7,3
1132,12198,7,14,4,0,0,0,9,0
1133,14242,0,0,5,0,0,0,10,0
1134,13695,3,3,1,0,0,0,9,0
1135,13452,12,8,5,1,0,0,5,1
1136,19106,4,6,1,0,0,0,5,0
1137,11308,7,2,2,0,0,0,10,0
1138,14177,8,4,3,0,1,0,8,1
1139,18705,14,15,4,0,0,1,5,1
1140,16852,3,13,1,0,0,0,5,0
1141,16035,9,0,2,0,0,1,6,1
1142,13594,26,16,3,0,0,0,8,0
1143,14841,10,0,3,1,1,0,10,2
1144,11409,5,9,3,0,0,0,4,0
1145,14566,7,3,1,0,0,1,2,1
1146,14491,10,10,2,0,0,0,6,0
1147,11555,7,3,5,0,0,0,5,0
1148,10804,0,50,2,1,0,1,7,2
1149,11279,1,4,2,0,0,0,8,0
1150,17083,13,3,2,0,0,0,5,0
1151,15986,2,3,1,0,0,0,8,0
1152,15619,10,27,1,0,0,0,5,0
1153,11387,3,12,1,0,0,0,8,0
1154,12679,5,15,2,1,0,0,8,1
1155,12106,0,30,1,0,0,0,5,0
1156,18173,1,29,3,0,0,0,8,0
1157,14223,25,16,1,1,0,0,6,1
1158,14831,17,2,4,0,0,0,5,0
1159,12768,8,22,1,0,0,0,5,0
1160,13186,4,2,1,0,1,0,5,1
1161,12573,9,16,1,0,0,0,9,0
1162,12599,7,13,1,1,0,0,5,1
1163,14033,6,17,4,0,1,0,8,1
1164,18428,0,9,5,0,0,0,10,0
1165,11304,8,12,1,0,0,0,6,0
1166,17368,11,36,3,0,1,0,0,1
1167,15877,41,1,4,0,0,0,0,0
1168,11301,0,4,5,0,1,0,3,1
1169,12541,10,11,1,0,1,0,2,1
1170,12051,6,39,5,0,0,0,9,0
1171,16809,4,1,3,0,1,0,5,1
1172,18633,1,0,4,0,1,0,8,1
1173,18996,4,0,4,0,0,0,1,0
1174,10074,3,0,5,0,1,1,5,2
1175,16981,2,28,1,0,0,0,4,0
1176,15475,10,15,2,0,0,0,5,0
1177,18232,9,13,4,0,0,0,4,0
1178,17184,7,8,2,0,0,0,8,0
1179,15796,22,18,4,0,0,1,8,1
1180,17141,3,2,1,0,0,0,3,0
1181,11622,2,5,1,1,0,0,9,1
1182,18041,8,8,4,0,0,0,5,0
1183,10341,1,1,5,1,0,0,5,1
1184,12074,3,6,1,0,0,1,9,1
1185,17992,2,4,1,1,0,0,10,1
1186,10645,0,0,3,0,1,0,9,1
1187,14263,14,1,1,0,0,0,3,0
1188,18801,2,17,3,1,0,0,10,1
1189,16136,5,0,1,0,0,0,8,0
1190,18646,0,32,1,0,0,1,7,1
1191,19900,9,1,5,0,0,0,10,0
1192,12969,3,19,5,0,1,1,9,2
1193,13028,10,27,1,0,0,1,8,1
1194,17643,4,33,4,0,0,0,9,0
1195,12681,1,24,4,0,0,0,6,0
1196,13629,5,4,1,0,0,0,8,0
1197,14225,1,4,4,1,0,0,4,1
1198,13067,4,6,1,0,0,0,10,0
1199,15941,3,1,5,0,0,0,7,0
1200,11386,19,0,2,0,0,0,9,0
1201,12866,0,24,3,1,0,0,6,1
1202,14788,9,9,4,0,1,0,9,1
1203,15490,1,11,4,1,0,0,6,1
1204,14124,3,31,5,0,1,0,7,1
1205,18340,4,13,4,0,0,0,9,0
1206,13850,19,14,1,0,0,0,2,0
1207,15415,2,18,1,0,0,0,6,0
1208,17679,0,1,2,0,1,0,7,1
1209,16819,3,5,2,0,0,0,5,0
1210,19328,0,41,2,0,0,0,5,0
1211,18378,1,30,1,0,0,0,5,0
1212,19442,6,25,2,0,0,0,4,0
1213,11333,0,7,2,0,0,0,9,0
1214,14150,0,23,1,0,0,0,10,0
1215,16766,10,0,5,0,0,0,8,0
1216,12711,3,1,4,0,0,1,0,1
1217,14853,1,6,3,1,0,1,9,2
1218,16212,2,7,1,0,0,0,7,0
1219,17479,8,3,1,0,0,0,9,0
1220,15408,2,5,3,0,0,0,6,0
1221,19977,5,2,3,0,0,0,1,0
1222,17715,1,8,2,0,1,0,8,1
1223,18942,7,18,3,0,0,0,6,0
1224,11762,3,12,4,0,0,1,10,1
1225,17101,7,1,4,1,0,0,8,1
1226,17674,13,8,4,0,1,0,6,1
1227,16122,7,14,4,0,0,1,8,1
1228,10481,2,9,4,0,1,1,7,2
1229,10153,2,5,2,0,0,0,4,0
1230,17617,3,11,1,0,0,0,6,0
1231,11524,1,41,3,0,0,0,4,0
1232,12120,1,1,1,1,0,0,0,1
1233,12343,12,5,3,0,0,0,5,0
1234,15136,3,6,2,1,0,0,4,1
1235,15760,4,10,2,0,0,0,0,0
1236,11240,7,1,5,0,0,0,9,0
1237,10060,7,2,5,1,0,0,1,1
1238,19130,0,4,2,0,0,0,6,0
1239,11639,14,37,2,0,0,1,6,1
1240,16185,1,15,3,1,0,0,4,1
1241,17970,10,13,2,0,0,0,10,0
1242,11252,11,20,1,0,0,0,7,0
1243,14203,10,1,3,1,0,0,9,1
1244,18363,6,23,2,0,0,1,7,1
1245,19650,0,10,3,0,0,0,8,0
1246,13549,3,4,3,0,0,0,10,0
1247,14197,7,20,4,0,0,0,5,0
1248,17009,3,19,5,0,1,0,7,1
1249,16667,15,22,3,0,0,0,7,0
1250,12322,2,1,3,0,0,0,10,0
1251,19828,2,41,4,0,1,0,4,1
1252,14090,2,38,2,1,0,0,8,1
1253,16960,3,5,3,0,1,0,3,1
1254,13004,6,0,4,0,0,0,10,0
1255,15136,9,2,1,0,0,0,7,0
1256,10329,8,59,4,0,0,0,9,0
1257,13640,13,9,5,1,1,0,10,2
1258,17982,17,5,5,0,0,0,7,0
1259,14107,13,4,2,0,0,0,8,0
1260,11341,0,3,2,0,0,0,8,0
1261,18407,10,13,5,0,0,0,7,0
1262,10338,1,6,5,0,0,0,6,0
1263,15895,1,40,3,0,0,0,4,0
1264,12708,8,13,5,0,0,0,6,0
1265,11750,3,18,2,0,0,0,10,0
1266,15604,0,4,5,0,1,0,5,1
1267,12421,1,0,2,0,0,0,9,0
1268,17119,0,8,1,1,0,0,1,1
1269,18901,18,4,5,0,0,0,7,0
1270,15319,0,2,2,0,0,0,1,0
1271,16609,1,36,4,1,0,0,7,1
1272,15387,4,7,3,0,0,0,0,0
1273,13993,3,2,2,0,0,0,8,0
1274,18680,19,2,5,0,0,1,7,1
1275,18044,0,3,5,1,0,1,9,2
1276,18238,5,87,1,0,0,0,7,0
1277,14873,9,3,4,0,0,1,10,1
1278,14806,21,4,2,0,0,1,9,1
1279,18592,7,12,4,0,0,1,3,1
1280,15913,13,4,1,1,0,0,5,1
1281,17124,0,2,3,0,0,0,0,0
1282,13157,3,2,4,0,0,0,6,0
1283,10390,3,4,1,0,0,0,7,0
1284,14430,17,1,2,0,0,0,10,0
1285,18820,1,0,3,1,1,0,7,2
1286,17686,1,19,5,0,0,0,9,0
1287,14232,3,1,1,0,0,0,5,0
1288,18007,0,17,5,0,1,0,3,1
1289,11521,1,19,3,0,0,0,9,0
1290,19018,26,9,1,0,0,0,5,0
1291,11500,4,4,1,0,0,0,10,0
1292,16737,7,1,3,1,0,0,3,1
1293,13294,10,16,2,0,0,0,9,0
1294,15085,3,11,1,0,0,0,9,0
1295,12419,1,12,3,0,1,0,8,1
1296,19126,1,0,4,1,0,0,9,1
1297,13042,3,31,5,0,0,0,5,0
1298,14497,8,0,1,0,0,0,3,0
1299,11466,4,5,4,0,0,0,3,0
1300,13561,0,6,1,0,0,0,5,0
1301,10614,5,0,2,1,1,0,6,2
1302,15392,20,8,3,0,0,0,10,0
1303,17693,13,16,1,0,0,0,2,0
1304,19374,13,20,3,0,0,0,10,0
1305,13223,12,25,1,0,1,0,10,1
1306,17138,3,8,2,0,0,0,8,0
1307,12667,11,11,2,0,0,0,10,0
1308,17980,1,0,4,0,0,0,9,0
